frame_id,total_time_elapsed,dt,x,y,z,yaw,qx,qy,qz,qw,vx,vy,speed,omega
odom,0.000000,0.000000,-0.017168126133382453,-0.014151108042445478,5.001190254870943e-41,-1.0678084385042501,0.0,0.0,-0.5088980677233108,0.8608267866809679,0.05576536331083625,0.0012486890866325274,0.0557793417819235,-0.011067563693565463
odom,0.300054,0.300054,-0.0011741435989436155,-0.04148465003161371,-1.4699255928173829e-40,-1.0694980631218585,0.0,0.0,-0.5096251230996827,0.8603965561911747,0.20498741889523564,-0.0014817673332358158,0.20499277435987995,-0.007870699679973175
odom,0.432263,0.132209,0.014446830320239804,-0.06784578463638467,-1.2445339026173557e-40,-1.0693002554101474,0.0,0.0,-0.5095400240702797,0.8604469558726202,0.25923797320014763,0.011106927957140397,0.2594757996375877,-0.0006616672129566556
odom,0.535095,0.102832,0.030331158114144566,-0.10019163998318521,3.0212753800883456e-42,-1.0717099880754966,0.0,0.0,-0.5105763775373118,0.8598324038444216,0.32833352972778185,-0.003082293858733159,0.3283479972208385,-0.004617620396398663
odom,0.635113,0.100019,0.04720537645771511,-0.13142041415926758,2.775364596567527e-43,-1.073054724224643,0.0,0.0,-0.5111543859412,0.8594889142583951,0.3483204308777655,0.0029399401217671045,0.348332837692331,-0.0049810739178560515
odom,0.735132,0.100018,0.06168539441239204,-0.16199570718711387,-8.540666540727944e-42,-1.0763277630771577,0.0,0.0,-0.5125602711325714,0.8586512496098196,0.34260466963409536,0.0012804564144332168,0.3426070624253343,-0.023628064234012414
odom,0.835143,0.100011,0.07794932940641248,-0.1936078279040697,2.2153635328376276e-43,-1.0785365801632354,0.0,0.0,-0.5135082601258331,0.8580846501263962,0.35132635282513947,-0.003182328566083525,0.35134076536109055,-0.008775699732529759
odom,0.935143,0.100000,0.09478232756119538,-0.22292669804486184,4.430755705610067e-42,-1.0808025373165924,0.0,0.0,-0.514480121863459,0.8575023056571687,0.337619404293576,0.005928468597636879,0.3376714511110797,-0.009962189127790632
odom,1.035142,0.100000,0.11027833847446272,-0.25190633676002283,1.0144236348513918e-41,-1.0825354360607196,0.0,0.0,-0.5152229109857949,0.8570562128561484,0.3181865395201195,0.0010455932633739147,0.31818825747827495,-0.010774858164470177
odom,1.135142,0.099999,0.1271544464305431,-0.2779042234892507,-1.6238235595051466e-41,-1.0850812574861421,0.0,0.0,-0.516313449317704,0.85639968592571,0.31986671415862994,0.02005393611156901,0.32049473502727865,-0.01655481374193357
odom,1.235142,0.100001,0.14366351549099013,-0.30708520692823615,-4.898860508789417e-42,-1.0870493367047533,0.0,0.0,-0.5171559304121427,0.8558911984823486,0.3558012412174946,0.013433724550160503,0.35605475450722374,-0.017189790704746483
odom,1.335140,0.099998,0.15531212490876192,-0.3354904234992464,6.73397383719766e-42,-1.0898887008970561,0.0,0.0,-0.5183705022516208,0.8551561391906173,0.3529660662185053,-0.0016071444490748056,0.3529697250686615,-0.026122882285187634
odom,1.435141,0.100000,0.17053280339478388,-0.3695422360287969,-4.18431638040486e-42,-1.0933215037144661,0.0,0.0,-0.5198375291645749,0.8542651481080507,0.38760330747593363,-0.009190850110726923,0.38771225888800703,-0.02900130589852876
odom,1.535140,0.099999,0.1879001576212861,-0.40272449375993347,-9.817413399053784e-44,-1.09595719734775,0.0,0.0,-0.5209628680386016,0.853579340263689,0.38942469506521343,-0.0008243397013667657,0.3894255675512045,-0.022672578336781265
odom,1.635139,0.099999,0.20700947372421116,-0.43655235082339616,2.1625608521778867e-41,-1.09911511845366,0.0,0.0,-0.5223099861752643,0.8527556967511828,0.39127428222021504,0.01008545208671467,0.3914042415083642,-0.030707851188608862
odom,1.735137,0.099999,0.22406434070362766,-0.4714023015866384,7.115401658032189e-43,-1.102336766292795,0.0,0.0,-0.5236829472223579,0.8519132413506114,0.3932941438400582,-0.0018363342209728034,0.39329843084133387,-0.015636972731207597
odom,1.835138,0.100000,0.32516214659158793,-0.7305610719991156,5.1493323294147917e-42,-1.1047523556625598,0.0,0.0,-0.5247115012911624,0.8512801186523591,0.39949739507768023,0.011372945522607321,0.3996592455626572,-0.027068243822742838
odom,1.935140,0.100002,0.34374368166391794,-0.7647976506915398,-5.99284922969327e-43,-1.1101214592395818,0.0,0.0,-0.5269949133621611,0.8498684376363252,0.39057338189473784,0.01513944515753364,0.3908666901187292,-0.04358056341445293
odom,2.035141,0.100002,0.36239944296073145,-0.798461033600766,-3.702973529493742e-42,-1.1158117897701794,0.0,0.0,-0.5294107932573536,0.8483656122112798,0.38963403919231165,0.02494617811060366,0.39043180748965856,-0.048649543643291236
odom,2.135144,0.100002,0.37555227005356384,-0.8307477436125266,-1.0467175525902173e-42,-1.1220639874222391,0.0,0.0,-0.5320602768524103,0.8467064791270564,0.37393377280842277,0.005803312083078643,0.3739788027119649,-0.049586542996780704
odom,2.235145,0.100002,0.3911505916322465,-0.8673470788222152,-6.881995976752124e-42,-1.1288260555292196,0.0,0.0,-0.5349199737457575,0.8449027291279382,0.40262972254459695,-0.009438432473968457,0.4027403350595825,-0.06027465169488244
odom,2.335148,0.100003,0.40631662080323855,-0.9003511102488609,-1.164010110040659e-41,-1.1355239257692502,0.0,0.0,-0.5377464932203515,0.8431065822475913,0.40380336293446645,-0.006517141976643454,0.40385595087447723,-0.07004769160191904
odom,2.436894,0.101746,0.4186599471972587,-0.9398001371752501,3.3158184548741785e-41,-1.1439831336518318,0.0,0.0,-0.5413076794971037,0.8408245929547142,0.44195998152119953,-0.035386683219757735,0.4433743820018411,-0.08159281371647122
odom,2.537760,0.100866,0.4356953968704508,-0.9834017234557597,-1.1090718639273476e-40,-1.153600308234548,0.0,0.0,-0.5453445841831303,0.8382119567878573,0.49772294728802946,-0.02723869659650956,0.49846773100107417,-0.08881075062008516
odom,2.635153,0.097393,0.4522403449024683,-1.0191622939315206,-2.746139781016035e-40,-1.161977895111114,0.0,0.0,-0.5488508863615682,0.8359202740334277,0.48080028886749715,-0.0057020108683392915,0.4808340989395525,-0.0784972484352993
odom,2.737043,0.101890,0.4645638903571131,-1.063714755388129,9.796317443948893e-41,-1.1721923059796047,0.0,0.0,-0.5531129263948646,0.8331062901304425,0.49673913876889664,-0.03043255786848418,0.49767048592746965,-0.0794961231090968
odom,2.835156,0.098113,0.4781321459557478,-1.1075199764837507,1.7623981817510273e-42,-1.1807447599082435,0.0,0.0,-0.5566704099831845,0.8307334438008098,0.4960495783351512,-0.029124237679749795,0.4969038190504354,-0.08186331277877386
odom,2.900157,0.065001,0.4898526597716639,-1.1356273137392834,6.159404200891803e-41,-1.1865996828439849,0.0,0.0,-0.5590999613168177,0.8291002552499505,0.4871079661720926,-0.011081846005519442,0.4872340074535054,-0.08722000726177595
odom,2.970157,0.070000,0.5040956408481746,-1.1658026234377952,-1.0768886982881456e-41,-1.192617459666128,0.0,0.0,-0.5615920968237129,0.8274142353048717,0.4851560379657522,0.023021559871383667,0.48570193884062074,-0.07395397957231979
odom,3.035156,0.065000,0.5170683436287432,-1.1948360930263806,-6.66351400953454e-42,-1.1977033249714326,0.0,0.0,-0.5636943374638012,0.8259834707251993,0.4936301934444942,0.025118169585923566,0.4942688441763207,-0.06892675393620247
odom,3.102779,0.067623,0.526138248400121,-1.2248963997717184,7.402651877483263e-41,-1.2037069668102411,0.0,0.0,-0.566171248498738,0.8242876423757548,0.486461225925479,-0.0009438274594933434,0.48646214152716266,-0.0851231411218231
odom,3.170157,0.067378,0.5376128627175162,-1.2554090811086958,5.966244978094651e-44,-1.2095803421287066,0.0,0.0,-0.5685894789996729,0.8226214222659658,0.4915919246865086,-0.002293592434122981,0.4915972751991612,-0.0816978438345355
odom,3.235157,0.065001,0.5495971740150678,-1.2840816753797248,3.77198785532176e-42,-1.2144526703310334,0.0,0.0,-0.5705918305364069,0.8212338052741815,0.49031632480578174,0.01875609696562752,0.49067493266360457,-0.07733657774367576
odom,3.335157,0.100000,0.560635706664276,-1.3267959457178284,9.433609762102538e-42,-1.22404848723123,0.0,0.0,-0.5745254525549378,0.818486716059915,0.48049558018262384,-0.005013303498732682,0.48052173289769806,-0.09026461524112324
odom,3.400157,0.065000,0.5696382003513567,-1.3564939580470825,4.89782057688163e-41,-1.2313059945695701,0.0,0.0,-0.5774917500814777,0.8163965204407918,0.47752252363100434,-0.014314952240639379,0.47773703900009146,-0.10403341182180677
odom,3.470157,0.070000,0.5812828733008962,-1.3846700358124124,2.185568997938486e-42,-1.2380020002152228,0.0,0.0,-0.5802218062451726,0.8144585045032001,0.45164915088705904,0.013161472987093518,0.45184087892552555,-0.08363259703305131
odom,3.570157,0.099999,0.5975023279556985,-1.4239092184275464,-9.308229957049088e-43,-1.2489177103725975,0.0,0.0,-0.584658338806387,0.811279623104239,0.42036697837570314,0.032267685957410544,0.4216036053756715,-0.09855373449225707
odom,3.670156,0.099999,0.6097720324876029,-1.4665828739107343,-1.8673566574845837e-42,-1.2620282810470733,0.0,0.0,-0.5899639082800465,0.8074296173208738,0.4541479889234374,-0.013037625848275907,0.4543350916789966,-0.12398682592497459
odom,3.737588,0.067433,0.6183329223515974,-1.4970629413983447,6.8219784860305204e-40,-1.2714704501762966,0.0,0.0,-0.5937692628886874,0.804635359929344,0.48962038729369334,-0.01785851168083521,0.4899459665035327,-0.13654060120845332
odom,3.835154,0.097565,0.6336802010930759,-1.5336860258369458,-2.1701686744982852e-40,-1.2871901844563736,0.0,0.0,-0.6000751840979455,0.7999436064059872,0.45990650492605933,0.028170657132385604,0.460768465931181,-0.15989322075860996
odom,3.900153,0.065000,0.6435583086044591,-1.562550471695416,2.2598764997476518e-40,-1.299699793184711,0.0,0.0,-0.605066904027818,0.7961746301221807,0.4806096096842019,0.03276666428102576,0.48172528603853293,-0.17728161937028852
odom,4.002172,0.102018,0.6613326955950274,-1.599323217640664,1.9129630907734104e-40,-1.3180385372715016,0.0,0.0,-0.612341787080395,0.7905931544069859,0.45841677531026465,0.06383695590759768,0.4628402497897198,-0.16801571851859753
odom,4.100576,0.098404,0.671590936842229,-1.6394747553159141,-5.190208442782324e-41,-1.3378625534429247,0.0,0.0,-0.6201479440998977,0.7844848803059687,0.46351988004535266,0.027240244821792468,0.46431962066577515,-0.1844850825146076
odom,4.192332,0.091756,0.6823760757450352,-1.678106982215366,2.6897017849411667e-40,-1.3576358927651744,0.0,0.0,-0.6278734522967981,0.7783154424145138,0.466016256296761,0.03220455384586773,0.46712769605457977,-0.20055672155680113
odom,4.270148,0.077816,0.6897953363440502,-1.7110850053315636,-4.457148695290439e-42,-1.3741137117533688,0.0,0.0,-0.6342645404507725,0.7731160926579982,0.46050365706619295,0.024234668683365664,0.46114090833229093,-0.20002951420121995
odom,4.335146,0.064998,0.6970866279172736,-1.7409155521370576,-3.688490081171772e-42,-1.3888763345132364,0.0,0.0,-0.6399538207647458,0.7684133700610652,0.4894748083586435,0.030775994340308997,0.4904413826803011,-0.21806959645781512
odom,4.435144,0.099998,0.6995644921118479,-1.7835838711454952,1.363798755703158e-41,-1.4147704812183772,0.0,0.0,-0.649848611162584,0.7600636700764356,0.4672423651780368,-0.01921001113452813,0.4676370947058783,-0.25724356662093634
odom,4.500143,0.064999,0.7038900798280477,-1.8153517411358666,4.0953861853136646e-40,-1.4365537650405635,0.0,0.0,-0.6580882441188664,0.7529408097271308,0.5072543694941419,-0.007945661903447431,0.5073165963320965,-0.3253967788752288
odom,4.600140,0.099998,0.7165959431475873,-1.8572967593308063,-4.8944765260337706e-40,-1.4769531584519562,0.0,0.0,-0.6731621312727648,0.7394949256217442,0.47734719459118796,0.0407916068273605,0.4790869434368207,-0.40173775941967726
odom,4.670138,0.069998,0.7164243139123454,-1.8884039060567919,1.7096099502199358e-42,-1.510813209380645,0.0,0.0,-0.6855847306260947,0.7279928414018542,0.45846219779455294,-0.01000490341329427,0.4585713520259646,-0.41116969675866283
odom,4.770135,0.099997,0.7187957771004384,-1.9311763488574196,-1.723845659480864e-42,-1.5649317233311548,0.0,0.0,-0.7050302937298673,0.7091771886652708,0.44525813100441763,0.016809966782228587,0.4455753339321722,-0.46420127121508703
odom,4.870137,0.100002,0.7165291157212808,-1.9742958050402777,1.3105869739379577e-41,-1.618624816450547,0.0,0.0,-0.7238129097411901,0.6899962838247695,0.4481748274609736,-0.0014382294043434971,0.44817713515248964,-0.4990909669351608
odom,4.970137,0.100000,0.7128410396045943,-2.0147069097964656,-2.441479646655256e-41,-1.6696992115479155,0.0,0.0,-0.741195562096284,0.6712891617840807,0.43175071967862444,0.0017330496083144994,0.4317541978996325,-0.5032445173927715
odom,5.070136,0.099999,0.7069491253558615,-2.056225477869194,-3.0944529771559834e-42,-1.7226521214346642,0.0,0.0,-0.758707068029653,0.6514319495709797,0.43959562046672557,0.009531225746867086,0.4396989354066748,-0.514380736194029
odom,5.135134,0.064999,0.702235663376523,-2.086128822836469,-2.8885271994631424e-42,-1.758800966187659,0.0,0.0,-0.7703567575294379,0.6376131006564489,0.4723852884139175,0.00869603592687556,0.4724653233315029,-0.5434999840222505
odom,5.200134,0.065000,0.6963888285817329,-2.1174781219434027,-3.1693181085319237e-40,-1.7973386160242517,0.0,0.0,-0.7824990449327401,0.622651784450466,0.5009557787720241,0.01577072230168468,0.5012039584510501,-0.5736295417538081
odom,5.300132,0.099998,0.6846310628105443,-2.1594768274905736,-3.301021957750208e-40,-1.8517844246065562,0.0,0.0,-0.799157409487304,0.6011218136630392,0.46509368835684733,0.016921651315175475,0.4654014194570195,-0.5198493273108891
odom,5.370131,0.069999,0.676123767159827,-2.1911156263095357,-5.0742983002666256e-43,-1.8908711409357037,0.0,0.0,-0.8107519891951978,0.5853897949366984,0.4766953347955248,0.018570452205726565,0.47705691894253316,-0.5608910560273498
odom,5.435130,0.064999,0.6671976373770327,-2.22130529957214,-1.5236895788971237e-42,-1.9288750516216457,0.0,0.0,-0.8217285040920831,0.5698791675106113,0.48589699217874965,0.03229052267333416,0.48696875142340806,-0.5580146490082387
odom,5.500129,0.064998,0.6555938395903992,-2.2505898652871177,2.766514804128138e-40,-1.9652051424592045,0.0,0.0,-0.8319442470755656,0.5548592341827522,0.48829562039263275,0.03175532940338958,0.48932710311216554,-0.5396628191048285
odom,5.567275,0.067146,0.6446096636673732,-2.2789008241484536,-1.5915125683345415e-41,-2.0019251118541197,0.0,0.0,-0.8419906660972479,0.5394920928105552,0.4645375318192511,0.028876720479556587,0.46543418810222376,-0.5544038596851548
odom,5.635127,0.067852,0.6324892785656765,-2.30864974823855,-1.1015515868237822e-41,-2.0388891182787883,0.0,0.0,-0.8518171916860774,0.5238391661073506,0.4781764750551281,0.03366243787762529,0.47935988674482616,-0.5485222136114322
odom,5.735124,0.099998,0.6091806943603183,-2.3485594339004785,6.009188842789196e-43,-2.0906244662973643,0.0,0.0,-0.8650812062085703,0.5016318437506984,0.471095127959351,0.020112801144802097,0.4715242775901657,-0.5048002499699697
odom,5.800123,0.064999,0.5944914899624687,-2.3759128627950448,-2.0572388182801595e-40,-2.1243162161531965,0.0,0.0,-0.8734084888475977,0.486988307466366,0.4814948266749881,0.030170055994464606,0.4824391157374016,-0.5249813981048322
odom,5.900127,0.100003,0.5693724976722891,-2.410600498115822,1.3340074110936848e-40,-2.1771760635910904,0.0,0.0,-0.8859730162198208,0.4637367944538723,0.4498455769184544,0.028608666961595884,0.45075436647737155,-0.5185715015965554
odom,6.000129,0.100002,0.5449433211155691,-2.4450495102827094,3.07176131381155e-40,-2.2263244967054865,0.0,0.0,-0.8971003350787017,0.441826876504453,0.43976580089227085,0.023379616734268922,0.4403868368980409,-0.478880014849744
